Protein.IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1K-1	Peptides 1K-2	Peptides 1NM-1	Peptides 1NM-2	Peptides 2K-1	Peptides 2K-2	Peptides 2NM-1	Peptides 2NM-2	Peptides 3K-1	Peptides 3K-2	Peptides 3NM-1	Peptides 3NM-2	Peptides 4K-1	Peptides 4K-2	Peptides 4NM-1	Peptides 4NM-2	Razor + unique peptides 1K-1	Razor + unique peptides 1K-2	Razor + unique peptides 1NM-1	Razor + unique peptides 1NM-2	Razor + unique peptides 2K-1	Razor + unique peptides 2K-2	Razor + unique peptides 2NM-1	Razor + unique peptides 2NM-2	Razor + unique peptides 3K-1	Razor + unique peptides 3K-2	Razor + unique peptides 3NM-1	Razor + unique peptides 3NM-2	Razor + unique peptides 4K-1	Razor + unique peptides 4K-2	Razor + unique peptides 4NM-1	Razor + unique peptides 4NM-2	Unique peptides 1K-1	Unique peptides 1K-2	Unique peptides 1NM-1	Unique peptides 1NM-2	Unique peptides 2K-1	Unique peptides 2K-2	Unique peptides 2NM-1	Unique peptides 2NM-2	Unique peptides 3K-1	Unique peptides 3K-2	Unique peptides 3NM-1	Unique peptides 3NM-2	Unique peptides 4K-1	Unique peptides 4K-2	Unique peptides 4NM-1	Unique peptides 4NM-2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 1K-1	Identification type 1K-2	Identification type 1NM-1	Identification type 1NM-2	Identification type 2K-1	Identification type 2K-2	Identification type 2NM-1	Identification type 2NM-2	Identification type 3K-1	Identification type 3K-2	Identification type 3NM-1	Identification type 3NM-2	Identification type 4K-1	Identification type 4K-2	Identification type 4NM-1	Identification type 4NM-2	Sequence coverage 1K-1 [%]	Sequence coverage 1K-2 [%]	Sequence coverage 1NM-1 [%]	Sequence coverage 1NM-2 [%]	Sequence coverage 2K-1 [%]	Sequence coverage 2K-2 [%]	Sequence coverage 2NM-1 [%]	Sequence coverage 2NM-2 [%]	Sequence coverage 3K-1 [%]	Sequence coverage 3K-2 [%]	Sequence coverage 3NM-1 [%]	Sequence coverage 3NM-2 [%]	Sequence coverage 4K-1 [%]	Sequence coverage 4K-2 [%]	Sequence coverage 4NM-1 [%]	Sequence coverage 4NM-2 [%]	Intensity	Intensity 1K-1	Intensity 1K-2	Intensity 1NM-1	Intensity 1NM-2	Intensity 2K-1	Intensity 2K-2	Intensity 2NM-1	Intensity 2NM-2	Intensity 3K-1	Intensity 3K-2	Intensity 3NM-1	Intensity 3NM-2	Intensity 4K-1	Intensity 4K-2	Intensity 4NM-1	Intensity 4NM-2	LFQ intensity 1K-1	LFQ intensity 1K-2	LFQ intensity 1NM-1	LFQ intensity 1NM-2	LFQ intensity 2K-1	LFQ intensity 2K-2	LFQ intensity 2NM-1	LFQ intensity 2NM-2	LFQ intensity 3K-1	LFQ intensity 3K-2	LFQ intensity 3NM-1	LFQ intensity 3NM-2	LFQ intensity 4K-1	LFQ intensity 4K-2	LFQ intensity 4NM-1	LFQ intensity 4NM-2	MS/MS Count 1K-1	MS/MS Count 1K-2	MS/MS Count 1NM-1	MS/MS Count 1NM-2	MS/MS Count 2K-1	MS/MS Count 2K-2	MS/MS Count 2NM-1	MS/MS Count 2NM-2	MS/MS Count 3K-1	MS/MS Count 3K-2	MS/MS Count 3NM-1	MS/MS Count 3NM-2	MS/MS Count 4K-1	MS/MS Count 4K-2	MS/MS Count 4NM-1	MS/MS Count 4NM-2	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q5XJ10|G3P_DANRE	sp|Q5XJ10|G3P_DANRE	16	16	14		1	16	16	14	14	14	7	7	7	8	7	10	8	10	8	7	12	13	7	9	14	14	7	7	7	8	7	10	8	10	8	7	12	13	7	9	12	12	6	6	5	6	5	8	6	8	6	5	10	11	5	7	65.5	65.5	61	35.784	333	333	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	61	54.1	33	33	27.9	32.1	33.6	48	35.4	39.3	31.5	31.8	50.2	58.6	31.8	35.4	156210000	49539000	35860000	2294600	2450400	3980200	3998600	3562900	3582600	5910100	6266600	10104000	3651300	10212000	8903800	3137900	2755300	59544000	38293000	4030000	3248300	3230700	3664300	4310300	3569400	4187100	4120700	4241800	2859500	9722800	8472200	2671200	2591500	24	25	2	2	2	3	3	1	5	6	5	2	8	14	3	0	105				274	853;905;1812;1841;1842;1864;2257;2396;2641;2642;2724;2726;2728;2820;2943;2975	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	868;921;1837;1866;1867;1889;2291;2431;2682;2683;2766;2768;2770;2863;2988;3020	11274;11275;11276;11277;11278;11279;11280;11281;11282;11283;11284;11285;11286;11287;11288;12120;12121;12122;12123;12124;12125;12126;24450;24451;24452;24453;24454;24455;24456;24457;24458;24459;24460;24461;24462;24463;24788;24789;24790;24791;24792;24793;24794;24795;24796;24797;24798;24799;24800;24801;24802;24803;24804;24805;24806;24807;24808;24809;24810;24811;25065;25066;25067;25068;29889;29890;31590;31591;31592;31593;31594;31595;31596;31597;31598;31599;31600;31601;31602;31603;31604;31605;31606;31607;31608;31609;31610;31611;31612;31613;31614;31615;31616;31617;35055;35056;35057;35058;35059;35060;35061;35062;35063;35064;35065;35066;35067;35068;35069;35070;35071;36205;36206;36207;36208;36209;36210;36239;36240;36241;36242;36243;36244;36245;36246;36247;36248;36249;36250;36251;36261;36262;36263;36264;36265;36266;36267;36268;36269;36270;36271;36272;36273;36274;36275;36276;37358;37359;37360;37361;37362;37363;37364;37365;37366;37367;37368;37369;37370;37371;37372;37373;37374;37375;39999;40000;40475;40476;40477;40478;40479;40480	9297;9298;9299;9300;9301;9302;9303;9304;9305;9306;9307;9938;9939;9940;9941;9942;9943;9944;9945;9946;19128;19129;19130;19131;19322;19323;19324;19325;19326;19497;19498;22948;24224;24225;24226;24227;24228;24229;24230;24231;24232;24233;24234;24235;24236;24237;24238;27069;27070;27071;27072;27073;27900;27901;27902;27903;27904;27905;27926;27927;27928;27929;27930;27931;27932;27933;27934;27935;27936;27937;27938;27939;27949;27950;27951;27952;27953;27954;27955;27956;27957;27958;27959;27960;27961;27962;27963;28563;28564;28565;28566;28567;28568;28569;28570;28571;28572;28573;28574;28575;31929;31930;32291;32292;32293;32294;32295;32296	9299;9944;19128;19322;19325;19497;22948;24225;27071;27073;27900;27930;27956;28565;31929;32295		
sp|Q5XJ36|PARK7_DANRE	sp|Q5XJ36|PARK7_DANRE	6	6	6		1	6	6	6	5	5	6	5	3	5	6	5	4	5	5	4	5	5	5	5	5	5	6	5	3	5	6	5	4	5	5	4	5	5	5	5	5	5	6	5	3	5	6	5	4	5	5	4	5	5	5	5	56.6	56.6	56.6	19.764	189	189	0	62.36	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	42.9	40.2	56.6	42.9	29.6	40.2	56.6	42.9	42.9	42.9	42.9	42.9	42.9	48.7	42.9	42.9	73099000	4163200	4560600	3892200	4067300	2335000	6273700	4923700	4626700	3322500	7214900	5892800	3602700	4895300	4069000	4601300	4658200	5287100	4039400	5038600	4974500	4231200	4054500	6194600	5989800	3823600	4480600	4811800	4798900	3687000	3300800	4512100	4690800	1	5	6	5	1	6	6	3	4	6	5	5	4	1	3	2	63				275	90;91;683;838;922;2127	True;True;True;True;True;True	91;92;697;853;938;2161	1210;1211;1212;1213;1214;1215;1216;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;1227;1228;1229;1230;1231;1232;1233;1234;1235;1236;1237;8968;8969;8970;8971;8972;8973;8974;8975;8976;8977;8978;8979;8980;8981;8982;8983;8984;8985;8986;8987;8988;8989;8990;11093;11094;11095;11096;11097;11098;11099;11100;11101;11102;11103;11104;11105;11106;11107;11108;11109;11110;11111;11112;11113;12311;12312;12313;12314;12315;12316;12317;12318;12319;12320;12321;12322;12323;28488;28489;28490;28491;28492;28493;28494	865;866;867;868;869;870;871;872;873;874;875;6863;6864;6865;6866;6867;6868;6869;6870;6871;6872;6873;6874;6875;6876;6877;6878;6879;6880;9142;9143;9144;9145;9146;9147;9148;9149;9150;9151;9152;9153;9154;9155;9156;9157;9158;9159;9160;9161;9162;9163;9164;9165;9166;9167;9168;9169;9170;9171;9172;9173;10109;10110;10111;10112;10113;10114;10115;10116;10117;10118;10119;10120;10121;21978;21979;21980	868;873;6873;9153;10116;21978		
sp|Q5XJ54|GLRX3_DANRE	sp|Q5XJ54|GLRX3_DANRE	14	14	14		1	14	14	14	11	9	12	11	8	10	11	11	10	12	11	11	12	11	11	8	11	9	12	11	8	10	11	11	10	12	11	11	12	11	11	8	11	9	12	11	8	10	11	11	10	12	11	11	12	11	11	8	51.8	51.8	51.8	36.335	326	326	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	39.9	33.7	43.6	40.2	33.1	38.7	39.9	39.9	38	43.6	39.9	39.3	48.2	48.5	39.9	28.2	87518000	5924300	3489400	6529000	6609300	3887700	5529800	7268300	6551700	4321200	6912200	5717100	6373300	5716400	3193400	5310400	4184800	5966200	3698000	7196400	7213200	5224300	4393000	6952200	7192800	3987900	4084700	6444900	6091200	5045400	3985900	5710100	5262200	6	4	8	7	2	4	4	4	5	9	8	2	8	9	7	1	88				276	320;576;577;591;865;1136;1492;1493;1561;1562;2136;2364;2616;2985	True;True;True;True;True;True;True;True;True;True;True;True;True;True	325;589;590;604;880;1154;1515;1516;1584;1585;2170;2399;2655;3030	4297;4298;4299;4300;4301;4302;4303;4304;4305;4306;4307;4308;4309;4310;4311;4312;4313;4314;4315;4316;4317;4318;7562;7563;7564;7565;7566;7567;7568;7569;7570;7571;7572;7573;7574;7575;7576;7577;7578;7579;7580;7581;7582;7583;7584;7585;7586;7587;7588;7589;7590;7736;7737;7738;7739;7740;7741;7742;7743;7744;7745;7746;7747;7748;7749;11396;11397;11398;11399;11400;11401;11402;11403;11404;11405;11406;15370;15371;15372;15373;15374;15375;15376;15377;15378;15379;15380;15381;15382;15383;15384;15385;15386;15387;15388;15389;15390;15391;15392;15393;15394;20320;20321;20322;20323;20324;20325;20326;20327;20328;21196;21197;21198;21199;21200;21201;21202;21203;21204;21205;21206;21207;21208;21209;21210;21211;21212;21213;21214;21215;21216;21217;21218;21219;21220;21221;21222;21223;21224;21225;21226;21227;28608;28609;28610;28611;28612;28613;28614;28615;28616;28617;28618;28619;28620;31257;31258;34670;34671;34672;34673;34674;34675;34676;34677;34678;34679;34680;34681;34682;34683;34684;34685;34686;40577;40578;40579;40580;40581;40582;40583;40584;40585;40586;40587	3323;3324;3325;3326;3327;3328;3329;3330;3331;3332;3333;3334;3335;3336;3337;3338;5791;5792;5793;5794;5795;5796;5797;5798;5799;5800;5801;5802;5891;5892;5893;5894;5895;5896;5897;5898;5899;5900;9369;12488;12489;12490;16103;16104;16105;16106;16802;16803;16804;16805;16806;16807;16808;16809;16810;16811;16812;16813;16814;16815;16816;16817;16818;16819;16820;16821;16822;16823;16824;16825;16826;16827;16828;16829;16830;16831;16832;16833;16834;16835;16836;16837;16838;16839;16840;16841;22056;22057;22058;22059;22060;22061;22062;22063;22064;22065;22066;23984;26639;26640;26641;26642;26643;32370;32371;32372;32373;32374;32375;32376;32377;32378	3328;5799;5802;5892;9369;12489;16103;16106;16802;16826;22064;23984;26640;32370		
sp|Q5XJK1|SCOCB_DANRE	sp|Q5XJK1|SCOCB_DANRE	1	1	1		1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	23.7	23.7	23.7	8.6836	76	76	0	10.742	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	23.7	0	23.7	23.7	0	23.7	23.7	23.7	0	23.7	23.7	23.7	23.7	23.7	23.7	23.7	1484400	85126	0	111300	125140	0	161680	147370	109260	0	183010	87311	100830	101140	132890	62152	77210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71491	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	5				277	1589	TRUE	1612	21610;21611;21612;21613;21614;21615;21616;21617;21618;21619;21620;21621;21622	17137;17138;17139;17140;17141;17142	17137		
sp|Q5XJP1|TSSC1_DANRE	sp|Q5XJP1|TSSC1_DANRE	2	2	2		1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	7.8	7.8	7.8	43.588	387	387	0	7.0283	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	7.8	7.8	7.8	7.8	7.8	7.8	4.4	7.8	7.8	7.8	7.8	7.8	3.4	7.8	7.8	3.4	5215300	391760	277020	366070	410340	331870	383710	196240	395210	328480	323130	340260	354220	221260	288080	356840	250820	0	301160	381980	391610	0	381350	0	393990	0	0	380340	359570	0	298070	371190	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	10				278	166;3040	True;True	168;3086	2175;2176;2177;2178;2179;2180;2181;2182;2183;2184;2185;2186;2187;2188;2189;41194;41195;41196;41197;41198;41199;41200;41201;41202;41203;41204;41205;41206;41207;41208;41209;41210	1566;1567;1568;1569;1570;1571;1572;1573;1574;1575;1576;32807;32808	1574;32808		
sp|Q5XJS5|THOC6_DANRE	sp|Q5XJS5|THOC6_DANRE	1	1	1		1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	4.3	4.3	4.3	35.368	323	323	0.0097245	2.6333	By matching	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	4.3	4.3	4.3	4.3	0	4.3	4.3	4.3	0	4.3	4.3	4.3	4.3	4.3	4.3	4.3	6861900	501870	370040	331060	416820	0	542640	429550	485810	0	609270	412310	457190	587210	516030	582690	619350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573480	0	0	0	1	0	0	1	0	0	0	1	2	0	1	0	0	6				279	511	TRUE	523	6616;6617;6618;6619;6620;6621;6622;6623;6624;6625;6626;6627;6628;6629	5080;5081;5082;5083;5084;5085	5080		
sp|Q5XXA7|HDGR2_DANRE	sp|Q5XXA7|HDGR2_DANRE	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	2.3	2.3	2.3	73.487	662	662	0.0069204	3.1503	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	0	0	2.3	2.3	0	0	2.3	2.3	2788100	209870	112760	322150	274600	227660	246810	334220	236790	0	0	214940	195500	0	0	210620	202180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187200	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3				280	1146	TRUE	1165	15542;15543;15544;15545;15546;15547;15548;15549;15550;15551;15552;15553	12629;12630;12631	12629		
sp|Q63ZW2|MC25A_DANRE	sp|Q63ZW2|MC25A_DANRE	6	6	6		1	6	6	6	4	4	3	3	5	2	2	4	5	5	4	5	6	6	3	3	4	4	3	3	5	2	2	4	5	5	4	5	6	6	3	3	4	4	3	3	5	2	2	4	5	5	4	5	6	6	3	3	29.7	29.7	29.7	27.54	239	239	0	100.94	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	20.1	24.7	18.4	18.4	25.1	13.4	13.4	23	25.1	29.3	24.7	25.1	29.7	29.7	13.8	18.4	19552000	1378800	1232400	1183400	1002000	1786100	287530	801280	870490	1384800	1395800	1593800	1734900	1747500	1410200	528230	1215200	1582700	1086700	1714500	1733700	1114100	552130	1828100	1343200	833800	787460	1405500	1426900	1026800	780090	1391300	1238400	2	1	1	2	2	2	3	2	2	6	5	3	4	4	1	5	45				281	138;634;2085;2260;2845;2987	True;True;True;True;True;True	139;648;2119;2294;2889;3032	1834;1835;1836;1837;1838;1839;1840;1841;1842;8346;8347;8348;8349;27939;27940;27941;27942;27943;27944;27945;27946;27947;27948;27949;27950;27951;27952;27953;27954;27955;27956;27957;27958;27959;27960;27961;27962;27963;29944;29945;29946;29947;29948;29949;29950;37754;37755;37756;37757;37758;37759;37760;37761;37762;37763;37764;37765;40598;40599;40600;40601;40602;40603;40604;40605;40606;40607;40608;40609;40610;40611;40612;40613	1383;1384;1385;1386;6372;6373;21569;21570;21571;21572;21573;21574;21575;21576;21577;21578;21579;21580;21581;21582;21583;21584;21585;21586;23003;28953;28954;28955;28956;28957;28958;32382;32383;32384;32385;32386;32387;32388;32389;32390;32391;32392;32393;32394;32395;32396	1384;6372;21571;23003;28956;32385		
sp|Q642H3|SEP8A_DANRE	sp|Q642H3|SEP8A_DANRE	5	5	4		1	5	5	4	4	4	3	4	3	3	3	2	4	3	3	2	4	4	3	4	4	4	3	4	3	3	3	2	4	3	3	2	4	4	3	4	3	3	3	3	2	2	3	1	3	2	2	1	3	3	2	3	15.7	15.7	13.6	48.998	420	420	0	17.53	By MS/MS	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	13.1	13.1	11	13.1	10.2	10.2	11	5	13.1	9.5	9.8	5	12.4	12.4	9.8	13.1	27527000	1495100	3835200	1096700	1646200	1357000	3129200	1232300	843800	2988000	1945500	910560	997530	1615200	2166600	1049000	1219100	1002900	2099600	0	0	0	0	2111200	0	2407700	2076300	2223700	1503500	1471700	2456000	1083700	0	0	0	0	0	0	1	1	0	1	1	1	0	1	4	0	0	10				282	561;2047;2607;2617;2810	True;True;True;True;True	574;2080;2646;2656;2853	7339;7340;7341;27427;27428;27429;27430;27431;27432;27433;27434;27435;27436;27437;27438;27439;27440;34555;34556;34557;34558;34559;34560;34561;34562;34563;34564;34565;34566;34567;34687;34688;34689;34690;34691;34692;34693;34694;34695;37201;37202;37203;37204;37205;37206;37207;37208;37209;37210;37211;37212;37213;37214;37215;37216;37217;37218;37219;37220;37221;37222;37223;37224;37225	5659;21151;21152;21153;26526;26644;28478;28479;28480;28481;28482;28483;28484;28485;28486;28487;28488;28489	5659;21152;26526;26644;28486		
sp|Q642H7|RIC8A_DANRE	sp|Q642H7|RIC8A_DANRE	4	4	4		1	4	4	4	1	0	1	1	3	4	1	2	4	4	3	3	4	4	2	2	1	0	1	1	3	4	1	2	4	4	3	3	4	4	2	2	1	0	1	1	3	4	1	2	4	4	3	3	4	4	2	2	11.3	11.3	11.3	61.995	548	548	0	16.617	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	4.6	0	4.6	4.6	9.7	11.3	4.6	7.7	11.3	11.3	9.3	9.3	11.3	11.3	7.7	7.7	9403800	241850	0	217800	274680	688190	1263400	304480	286040	1365800	1295500	283780	367910	1031000	1202000	275800	305500	0	0	0	0	668130	894880	0	0	1341100	940370	574380	746390	844670	1029000	765610	0	0	0	0	0	1	1	0	0	3	3	0	1	2	3	1	0	15				283	1023;1544;1609;1809	True;True;True;True	1039;1567;1633;1834	13644;13645;13646;13647;13648;13649;13650;13651;13652;13653;13654;13655;13656;13657;13658;20930;20931;20932;20933;20934;20935;21891;21892;21893;21894;21895;21896;21897;21898;21899;21900;21901;24411;24412;24413;24414;24415;24416;24417	11140;11141;11142;11143;16623;16624;16625;16626;16627;16628;17352;17353;17354;17355;17356;19105	11140;16628;17355;19105		
sp|Q642H9|RS4X_DANRE	sp|Q642H9|RS4X_DANRE	6	6	6		1	6	6	6	5	6	5	4	5	5	4	4	5	5	5	5	5	5	4	3	5	6	5	4	5	5	4	4	5	5	5	5	5	5	4	3	5	6	5	4	5	5	4	4	5	5	5	5	5	5	4	3	28.1	28.1	28.1	29.688	263	263	0	212.25	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	24	28.1	24	20.2	24	24	20.2	20.2	24	24	24	24	24	24	20.2	16.7	38928000	2565100	2997500	2873600	2325100	1860500	2311300	2874900	2674000	2811300	2768600	2381300	2313500	2207200	2200900	1526600	2236600	2280800	2412000	2765300	2077800	2055500	2889900	2487500	2964800	2177600	3335300	2493700	2189400	2781000	1939800	2076700	2434700	5	5	4	2	2	2	1	2	3	5	2	3	4	3	2	0	45				284	476;725;909;936;1782;2454	True;True;True;True;True;True	488;740;925;952;1807;2489	6159;6160;6161;6162;6163;6164;6165;6166;6167;6168;6169;6170;6171;6172;6173;9492;9493;9494;9495;9496;9497;9498;9499;9500;9501;9502;9503;9504;9505;9506;9507;12154;12506;12507;12508;12509;12510;12511;12512;12513;12514;12515;12516;12517;24061;24062;24063;24064;24065;24066;24067;24068;24069;24070;24071;24072;24073;24074;24075;32401;32402;32403;32404;32405;32406;32407;32408;32409;32410;32411;32412;32413;32414;32415;32416	4748;4749;4750;4751;4752;4753;4754;4755;4756;4757;4758;7295;7296;7297;7298;7299;7300;9965;10273;10274;10275;10276;10277;10278;10279;10280;18909;18910;18911;18912;18913;24950;24951;24952;24953;24954;24955;24956;24957;24958;24959;24960;24961;24962;24963;24964;24965;24966;24967;24968;24969	4755;7299;9965;10279;18909;24961		
sp|Q642J5|RFOX1_DANRE;sp|Q7ZT82|RFX1L_DANRE	sp|Q642J5|RFOX1_DANRE	5;2	5;2	5;2		2	5	5	5	2	2	4	3	2	1	2	2	3	3	2	3	1	2	3	2	2	2	4	3	2	1	2	2	3	3	2	3	1	2	3	2	2	2	4	3	2	1	2	2	3	3	2	3	1	2	3	2	23.9	23.9	23.9	40.308	373	373;382	0	13.69	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	7.5	7.5	20.9	13.9	11	2.4	11	7.2	16.1	16.1	11	15.8	2.4	13.4	16.1	13.7	4891100	294430	153450	409230	445100	351360	242590	481790	408070	353690	311430	283730	305270	174470	44427	425580	206500	0	0	0	462020	0	0	459660	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	4				285	1221;1578;2309;2915;3074	True;True;True;True;True	1240;1601;2344;2960;3120	16593;21489;21490;21491;21492;21493;21494;21495;21496;21497;21498;21499;21500;21501;21502;30484;30485;30486;30487;30488;30489;30490;39671;39672;39673;39674;39675;39676;39677;39678;39679;39680;39681;41675;41676;41677;41678	13386;17080;23376;31718;33121	13386;17080;23376;31718;33121		
sp|Q642M9|DHDH_DANRE	sp|Q642M9|DHDH_DANRE	2	2	2		1	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	6.3	6.3	6.3	36.566	334	334	0	9.6604	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	0	0	0	0	3.3	3	0	0	0	0	0	0	0	3	0	0	66568	0	0	0	0	0	36979	0	0	0	0	0	0	0	29589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31850	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2				286	1301;1670	True;True	1320;1695	17650;17651;22681	14226;17920	14226;17920		
sp|Q66HT8|ARHL2_DANRE	sp|Q66HT8|ARHL2_DANRE	2	2	2		1	2	2	2	0	1	0	0	2	2	0	0	2	1	1	1	0	0	1	0	0	1	0	0	2	2	0	0	2	1	1	1	0	0	1	0	0	1	0	0	2	2	0	0	2	1	1	1	0	0	1	0	9.7	9.7	9.7	40.103	370	370	0.0053381	3.2851	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	0	7	0	0	9.7	9.7	0	0	9.7	2.7	2.7	2.7	0	0	2.7	0	1503500	0	75577	0	0	217680	314260	0	0	271020	235750	157050	140480	0	0	91643	0	0	0	0	0	232670	298980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2				287	849;2876	True;True	864;2921	11221;11222;11223;11224;38151;38152;38153;38154;38155;38156;38157	9255;29217	9255;29217		
